         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            73579111             79       29.78       37.23        2352.62        2941.17
            48397181             76       25.00       31.25        1900.00        2375.00
            48041873             15       50.05       62.56         750.75         938.40
            16076078             97       50.65       63.32        4913.05        6142.04
            95343108              5       54.06       67.57         270.30         337.85
            84670636             21       48.91       61.14        1027.11        1283.94
            86308815             36       15.22       19.02         547.92         684.72
            49117091             91       11.40       14.25        1037.40        1296.75
            91006588             45       39.71       49.63        1786.95        2233.35
            85094085             75       16.28       20.35        1221.00        1526.25
            15577005             48       50.13       62.66        2406.24        3007.68
            53381093             86       48.56       60.70        4176.16        5220.20
            83935886             83       60.76       75.95        5043.08        6303.85
            72305502             43       63.11       78.88        2713.73        3391.84
            17906314             63       28.52       35.65        1796.76        2245.95
            63852137             85       40.10       50.13        3408.50        4261.05
            96238968             79       71.25       89.07        5628.75        7036.53
            41806665             48       22.48       28.10        1079.04        1348.80
            16689463             52       49.31       61.64        2564.12        3205.28
            22852587             63       63.28       79.11        3986.64        4983.93
            37894542              8       55.93       69.91         447.44         559.28
            45225179             33       68.86       86.08        2272.38        2840.64
            91446330             18       22.13       27.66         398.34         497.88
            44306890             37       47.38       59.22        1753.06        2191.14
            92097237             12       36.92       46.15         443.04         553.80
            51677670             66       49.93       62.42        3295.38        4119.72
            21221245             75       74.50       93.13        5587.50        6984.75
            36152100              8       54.83       68.53         438.64         548.24
            67392626             97       70.86       88.58        6873.42        8592.26
            15991764             31       43.77       54.72        1356.87        1696.32
            25220523             70       64.79       80.99        4535.30        5669.30
            51426129             25       12.67       15.83         316.75         395.75
            15909524             23       48.26       60.32        1109.98        1387.36
            27671068             94       65.10       81.38        6119.40        7649.72
            43802218             56       20.58       25.72        1152.48        1440.32
            47807978             11       46.67       58.34         513.37         641.74
            39944582              6       73.15       91.44         438.90         548.64
            75390561             87       20.96       26.20        1823.52        2279.40
            46392789             41       28.50       35.62        1168.50        1460.42
            19551192             37        5.22        6.53         193.14         241.61
            75512477             32       65.22       81.52        2087.04        2608.64
            43329250             60       57.42       71.78        3445.20        4306.80
            20422381             26        9.87       12.34         256.62         320.84
            24799331             83       11.69       14.61         970.27        1212.63
            61311784             65       23.66       29.57        1537.90        1922.05
            14829662             71       60.05       75.07        4263.55        5329.97
            41671007             50       43.02       53.78        2151.00        2689.00
            15532544             49       68.40       85.50        3351.60        4189.50
            41762605             24       47.49       59.36        1139.76        1424.64
            72349502              8       46.17       57.71         369.36         461.68
            41311389              1       39.02       48.78          39.02          48.78
            83641642             58       48.77       60.97        2828.66        3536.26
            23388717             58       27.78       34.73        1611.24        2014.34
            22356640             18       57.82       72.27        1040.76        1300.86
            37539433             60       29.30       36.63        1758.00        2197.80
            93195341             62       33.21       41.51        2059.02        2573.62
            60241562             49       54.35       67.94        2663.15        3329.06
            47106170             78       11.36       14.19         886.08        1106.82
            74137900             77       53.55       66.94        4123.35        5154.38
            41969396             84       41.01       51.26        3444.84        4305.84
            86378694             82       58.87       73.59        4827.34        6034.38
            29218181              1       31.78       39.72          31.78          39.72
            48358228             19       78.75       98.44        1496.25        1870.36
            46966949             38       30.13       37.67        1144.94        1431.46
            34730128              2       25.98       32.48          51.96          64.96
            38957033             37       62.14       77.68        2299.18        2874.16
            33506534             42       46.50       58.12        1953.00        2441.04
            71157828             86       22.96       28.70        1974.56        2468.20
            45270653             14       20.38       25.47         285.32         356.58
            32876059             76       14.57       18.22        1107.32        1384.72
            73698116              1       33.38       41.73          33.38          41.73
            32759804             20       67.95       84.93        1359.00        1698.60
            57862456             20       42.28       52.84         845.60        1056.80
            74726657             71       74.60       93.25        5296.60        6620.75
            43633609             69       15.31       19.13        1056.39        1319.97
            10511972             56       29.88       37.35        1673.28        2091.60
            22897964             44       20.63       25.79         907.72        1134.76
            45309409             40        2.76        3.45         110.40         138.00
            22175294             83       37.59       46.99        3119.97        3900.17
            16801728             75       75.79       94.74        5684.25        7105.50
            61399388             38       53.04       66.30        2015.52        2519.40
            79543184             49       38.71       48.38        1896.79        2370.62
            38903349             39        6.07        7.58         236.73         295.62
            42151821             92       77.57       96.97        7136.44        8921.24
            76468572             95        6.98        8.73         663.10         829.35
            82210339             15       50.16       62.70         752.40         940.50
            24820029             26       52.51       65.64        1365.26        1706.64
            73581744             28       24.70       30.88         691.60         864.64
            36726250             87       57.35       71.69        4989.45        6237.03
            89475290             98       37.07       46.34        3632.86        4541.32
            68591493             52       13.65       17.06         709.80         887.12
            16216426             68       51.68       64.59        3514.24        4392.12
            56496617             13       32.60       40.75         423.80         529.75
            68043900             34       37.74       47.17        1283.16        1603.78
            10285330             95       50.22       62.78        4770.90        5964.10
            10477993             60       27.01       33.76        1620.60        2025.60
            25601897             79       68.62       85.78        5420.98        6776.62
            72382876             52       48.51       60.64        2522.52        3153.28
            96150782             83       48.14       60.18        3995.62        4994.94
            57124279             97       56.59       70.74        5489.23        6861.78
            61253173             72       34.75       43.44        2502.00        3127.68
            20087418             11       15.82       19.77         174.02         217.47
            29100653             19       67.90       84.87        1290.10        1612.53
            37203631             66        1.67        2.09         110.22         137.94
            75925745             33       45.50       56.87        1501.50        1876.71
            30906048             72        9.92       12.40         714.24         892.80
            40071032             68       24.34       30.42        1655.12        2068.56
            10731387             22       29.80       37.24         655.60         819.28
            31236156             16        9.79       12.24         156.64         195.84
            63352216             92       77.02       96.28        7085.84        8857.76
            85143593             75        0.40        0.51          30.00          38.25
            83186543             44       78.78       98.48        3466.32        4333.12
            19114743             45       51.87       64.84        2334.15        2917.80
            70158771             55       13.69       17.11         752.95         941.05
            53682871             48       22.17       27.72        1064.16        1330.56
            68149390             32       26.48       33.10         847.36        1059.20
            75723715             80       56.60       70.75        4528.00        5660.00
            74099285             69       51.97       64.96        3585.93        4482.24
            54386624             85       51.77       64.71        4400.45        5500.35
            90499989             80       35.54       44.42        2843.20        3553.60
            52443694             55       65.88       82.36        3623.40        4529.80
            20429990             73       72.38       90.48        5283.74        6605.04
            70934276             84        0.01        0.01           0.84           0.84
            97535415             29       69.58       86.97        2017.82        2522.13
            42097896             28       25.50       31.87         714.00         892.36
            10697703              3       75.79       94.74         227.37         284.22
            15527743             62        8.36       10.45         518.32         647.90
            60764675             25       74.49       93.11        1862.25        2327.75
            29514867             12       11.31       14.14         135.72         169.68
            73856019             27        7.98        9.98         215.46         269.46
            94189067             32       31.86       39.83        1019.52        1274.56
            59790872             49       55.02       68.78        2695.98        3370.22
            35843906             66       73.42       91.77        4845.72        6056.82
            74677853             51       43.26       54.08        2206.26        2758.08
            88528768             76       51.68       64.60        3927.68        4909.60
            88051322             32       67.06       83.82        2145.92        2682.24
            56127661             16       26.73       33.41         427.68         534.56
            10047663             60        6.26        7.83         375.60         469.80
            79925659             71       71.37       89.21        5067.27        6333.91
            58141377             67       47.23       59.04        3164.41        3955.68
            19809198             19       56.51       70.64        1073.69        1342.16
            76621674             58       25.84       32.30        1498.72        1873.40
            20355474              9       25.15       31.44         226.35         282.96
            48014708             52       53.21       66.51        2766.92        3458.52
            25480229             38       19.77       24.71         751.26         938.98
            16742046             40       79.59       99.49        3183.60        3979.60
            17137237             23       12.11       15.14         278.53         348.22
            88742450             39       42.11       52.64        1642.29        2052.96
            26571989             95        6.79        8.48         645.05         805.60
            95177317              2       39.92       49.90          79.84          99.80
            58039025             52       70.91       88.64        3687.32        4609.28
            77145222             35       71.98       89.98        2519.30        3149.30
            92370154             65       15.15       18.94         984.75        1231.10
            90026800             62       15.97       19.97         990.14        1238.14
            45650764             28       44.64       55.81        1249.92        1562.68
            72432476             81       57.52       71.90        4659.12        5823.90
            33082570             40       50.48       63.10        2019.20        2524.00
            81209766             45       61.27       76.59        2757.15        3446.55
            39473645             74       62.91       78.64        4655.34        5819.36
            74527448             95       32.58       40.72        3095.10        3868.40
            22236234              7       12.52       15.65          87.64         109.55
            77217291             96       29.38       36.73        2820.48        3526.08
            56779382             63       24.13       30.16        1520.19        1900.08
            32437944             60       74.37       92.96        4462.20        5577.60
            51367566             59       48.18       60.23        2842.62        3553.57
            10899700             93       25.24       31.56        2347.32        2935.08
            48555212             39       56.60       70.75        2207.40        2759.25
            85252767             12       50.55       63.19         606.60         758.28
            80929956             17       74.87       93.58        1272.79        1590.86
            80137796             33       50.31       62.89        1660.23        2075.37
            41143659             50       63.61       79.52        3180.50        3976.00
            51322601             52       62.97       78.72        3274.44        4093.44
            15286620             89       71.66       89.57        6377.74        7971.73
            50918626             38       29.93       37.41        1137.34        1421.58
            45716815             73       69.70       87.13        5088.10        6360.49
            82604500             48       29.80       37.25        1430.40        1788.00
            11134520             84        2.67        3.34         224.28         280.56
            40871016             33       39.26       49.08        1295.58        1619.64
            53569249             75       59.57       74.46        4467.75        5584.50
            38483699             29       23.15       28.94         671.35         839.26
            61250791             73       36.80       46.00        2686.40        3358.00
            54148379              7       16.76       20.95         117.32         146.65
            76997748              2       15.45       19.32          30.90          38.64
            84998474             71       38.02       47.53        2699.42        3374.63
            31613157             10       52.10       65.13         521.00         651.30
            29524371             73       73.68       92.10        5378.64        6723.30
            85258073             75       35.48       44.35        2661.00        3326.25
            67603352             25       39.39       49.23         984.75        1230.75
            55727317             67       55.01       68.76        3685.67        4606.92
            33943917             38       40.07       50.09        1522.66        1903.42
            71745095             58       11.08       13.84         642.64         802.72
            61215682              8       69.22       86.53         553.76         692.24
            53608690             63        4.95        6.19         311.85         389.97
            51986509             84       49.67       62.09        4172.28        5215.56
            16971844             41       39.54       49.43        1621.14        2026.63
            85098547              6        0.74        0.93           4.44           5.58
            70550627             39       49.78       62.22        1941.42        2426.58
            15166543             57       15.78       19.73         899.46        1124.61
            95922105             99       60.74       75.93        6013.26        7517.07
            44956816             15       46.92       58.65         703.80         879.75
            62253729             59        0.42        0.53          24.78          31.27
            78128830             67       76.06       95.08        5096.02        6370.36
            36052563             23       63.01       78.76        1449.23        1811.48
            54117287             89       26.51       33.13        2359.39        2948.57
            48587759             18       53.25       66.56         958.50        1198.08
            97819628             38       20.25       25.31         769.50         961.78
            87872046             70        4.92        6.16         344.40         431.20
            84415947              8       52.72       65.90         421.76         527.20
            78368542             22       61.99       77.48        1363.78        1704.56
            90242062             29       30.07       37.59         872.03        1090.11
            32199185             56       65.68       82.10        3678.08        4597.60
            71720912             35       23.67       29.58         828.45        1035.30
            65238125             63       59.73       74.66        3762.99        4703.58
            25595732             21       73.26       91.58        1538.46        1923.18
            23875198             40        2.36        2.95          94.40         118.00
            46738145             49       38.54       48.17        1888.46        2360.33
            58238792             26       24.70       30.88         642.20         802.88
            60238489             20        8.54       10.67         170.80         213.40
            73383671             58       21.30       26.63        1235.40        1544.54
            69133955             58       68.72       85.90        3985.76        4982.20
            81935237              8       12.15       15.19          97.20         121.52
            38292440             30       14.66       18.32         439.80         549.60
            39291015             79       25.60       32.00        2022.40        2528.00
            73246011             50       42.55       53.18        2127.50        2659.00
            98312554             44       11.56       14.45         508.64         635.80
            22997384             68        0.48        0.60          32.64          40.80
            79401318             47       68.91       86.14        3238.77        4048.58
            75419739             84       16.29       20.36        1368.36        1710.24
            35034781             37       16.44       20.55         608.28         760.35
            49023327             81        8.87       11.08         718.47         897.48
            51857312             47       67.38       84.22        3166.86        3958.34
            82669435             32       69.18       86.48        2213.76        2767.36
            93834196              7       14.22       17.78          99.54         124.46
            81726106             99        2.52        3.15         249.48         311.85
            74354793             76       28.85       36.06        2192.60        2740.56
            88771016             60       48.27       60.33        2896.20        3619.80
            63371234             81       22.36       27.95        1811.16        2263.95
            80968542             86        6.51        8.14         559.86         700.04
            32604770             44        6.16        7.70         271.04         338.80
            72779674             57        2.69        3.36         153.33         191.52
            16478904             63       43.90       54.87        2765.70        3456.81
            82008404             45       15.02       18.78         675.90         845.10
            82886165             72       39.99       49.99        2879.28        3599.28
            88133397             15       72.90       91.13        1093.50        1366.95
            82818870             50       38.94       48.68        1947.00        2434.00
            61258520             70       33.31       41.64        2331.70        2914.80
            19054936             44       46.62       58.27        2051.28        2563.88
            28834921             86        9.08       11.36         780.88         976.96
            62266435              9       27.69       34.61         249.21         311.49
            66921862             36        0.20        0.25           7.20           9.00
            82249756             48       65.97       82.46        3166.56        3958.08
            77167313             77       60.58       75.73        4664.66        5831.21
            80485993             24       78.57       98.21        1885.68        2357.04
            32021933             14       63.78       79.73         892.92        1116.22
            82178511              6       67.57       84.46         405.42         506.76
            38038224             41       52.04       65.05        2133.64        2667.05
            32951831             59       30.48       38.11        1798.32        2248.49
            11069899             35       39.39       49.24        1378.65        1723.40
            60986170             90       49.18       61.47        4426.20        5532.30
            83185991              4       58.47       73.08         233.88         292.32
            17412030             37       10.38       12.98         384.06         480.26
            90967842             37       22.01       27.51         814.37        1017.87
            68115302             77       48.98       61.23        3771.46        4714.71
            59438391             44       22.14       27.68         974.16        1217.92
            13467801             71        9.93       12.41         705.03         881.11
            59980078             63       12.68       15.85         798.84         998.55
            96912021             60        6.14        7.68         368.40         460.80
            15886353             48       18.16       22.70         871.68        1089.60
            11205039             81        3.22        4.02         260.82         325.62
            12658487             51       31.48       39.35        1605.48        2006.85
            80982298             21       62.72       78.40        1317.12        1646.40
            29474875             35       70.48       88.10        2466.80        3083.50
            31658998             91       39.47       49.34        3591.77        4489.94
            52625824             77       17.00       21.25        1309.00        1636.25
            57679377             92       60.49       75.61        5565.08        6956.12
            49076311             59       79.47       99.33        4688.73        5860.47
            44882303             12       30.25       37.82         363.00         453.84
            34235118             97       32.55       40.68        3157.35        3945.96
            49012982             76       46.07       57.58        3501.32        4376.08
            36570909             22       37.57       46.96         826.54        1033.12
            58978094             25       70.47       88.09        1761.75        2202.25
            76129823             53       73.45       91.82        3892.85        4866.46
            18093410             94       45.15       56.43        4244.10        5304.42
            17634847             36       52.37       65.47        1885.32        2356.92
            54209868             99        7.23        9.04         715.77         894.96
            33794008              4       37.43       46.78         149.72         187.12
            19988216             69       32.01       40.01        2208.69        2760.69
            10301727             39       24.66       30.82         961.74        1201.98
            69686906              4       64.23       80.28         256.92         321.12
            86488843             41        2.36        2.94          96.76         120.54
            64739501             77       24.87       31.08        1914.99        2393.16
            37410694             15       27.72       34.66         415.80         519.90
            24489884             63       14.90       18.63         938.70        1173.69
            62547966             32       46.09       57.61        1474.88        1843.52
            35757542             67       23.19       28.99        1553.73        1942.33
            13933895             58       14.71       18.38         853.18        1066.04
            24511436             65       57.67       72.08        3748.55        4685.20
            43938862             20       28.26       35.33         565.20         706.60
            87298200             85       26.95       33.68        2290.75        2862.80
            28036203              6       68.01       85.01         408.06         510.06
            30552194             83       43.51       54.39        3611.33        4514.37
            84831863             57       29.66       37.07        1690.62        2112.99
            32628517             13       68.04       85.05         884.52        1105.65
            35654561             21       70.87       88.58        1488.27        1860.18
            86423988             29       54.22       67.77        1572.38        1965.33
            99365513             69       61.58       76.97        4249.02        5310.93
            40266543             10       44.38       55.47         443.80         554.70
            88234215             30       25.00       31.25         750.00         937.50
            45252372             85       46.70       58.38        3969.50        4962.30
            53331055             68       72.93       91.16        4959.24        6198.88
            99606071             28       23.13       28.92         647.64         809.76
            53237253             20       60.84       76.05        1216.80        1521.00
            82082769             21       31.24       39.05         656.04         820.05
            99383485             78       32.10       40.13        2503.80        3130.14
            48669128             30       71.65       89.57        2149.50        2687.10
            66873200             50       33.71       42.13        1685.50        2106.50
            57625655             18       33.71       42.14         606.78         758.52
            75156091              4       13.60       17.00          54.40          68.00
            67693531             53        2.71        3.39         143.63         179.67
            97532770             29       19.16       23.95         555.64         694.55
            79681393             32       37.71       47.13        1206.72        1508.16
            74359458             72       55.19       68.98        3973.68        4966.56
            13140093             78       46.38       57.97        3617.64        4521.66
            88990460             15       19.08       23.85         286.20         357.75
            13909867             55       24.27       30.33        1334.85        1668.15
            47324777             92       42.65       53.31        3923.80        4904.52
            89881491             56       79.24       99.06        4437.44        5547.36
            46771932             69       48.82       61.02        3368.58        4210.38
            98967216             21       47.89       59.87        1005.69        1257.27
            27873638             26       16.22       20.28         421.72         527.28
            70918357             78       48.01       60.02        3744.78        4681.56
            31676054             65        5.73        7.16         372.45         465.40
            89786650             77        3.42        4.27         263.34         328.79
            64707078             78       73.06       91.32        5698.68        7122.96
            76188992             52       46.75       58.43        2431.00        3038.36
            52479201             81       38.94       48.67        3154.14        3942.27
            49489053             56       76.66       95.83        4292.96        5366.48
            98647809             28       48.01       60.02        1344.28        1680.56
            70954340             14       22.71       28.39         317.94         397.46
            66805301             29       61.76       77.20        1791.04        2238.80
            49907962             32       33.84       42.30        1082.88        1353.60
            79644393              4       21.57       26.97          86.28         107.88
            92577916             36       38.49       48.11        1385.64        1731.96
            17989127             40        4.71        5.89         188.40         235.60
            55764749             68       30.75       38.44        2091.00        2613.92
            95647013             14       75.77       94.72        1060.78        1326.08
            55408326             37       58.21       72.76        2153.77        2692.12
            29063280             55       62.03       77.54        3411.65        4264.70
            14109510             74       19.13       23.91        1415.62        1769.34
            22401782             16       30.34       37.92         485.44         606.72
            39980700             45       14.13       17.66         635.85         794.70
            20025151             73       39.95       49.94        2916.35        3645.62
            62484524             97       33.32       41.64        3232.04        4039.08
            55391725             15       20.99       26.24         314.85         393.60
            70846899             72       22.19       27.74        1597.68        1997.28
            43724725             66       19.02       23.78        1255.32        1569.48
            68757912             82       18.97       23.71        1555.54        1944.22
            32003478             50       23.14       28.93        1157.00        1446.50
            98932769             59       77.83       97.29        4591.97        5740.11
            49184559             45       44.46       55.57        2000.70        2500.65
            48266590             92       12.41       15.51        1141.72        1426.92
            91024757             28       14.97       18.72         419.16         524.16
            86061358             78       27.00       33.75        2106.00        2632.50
            11915932             83       25.03       31.29        2077.49        2597.07
            78881360             96       21.98       27.48        2110.08        2638.08
            11118263             42       65.79       82.24        2763.18        3454.08
            66126807             99       44.32       55.40        4387.68        5484.60
            32092620             20       41.10       51.37         822.00        1027.40
            40008079             25       54.91       68.63        1372.75        1715.75
            22001062             90        2.66        3.32         239.40         298.80
            69581800             87       28.83       36.03        2508.21        3134.61
            39602303             63       26.40       33.00        1663.20        2079.00
            31468217              5       58.56       73.20         292.80         366.00
            63203330             85       76.89       96.11        6535.65        8169.35
            65578588             83       26.43       33.03        2193.69        2741.49
            81169267             33       15.07       18.84         497.31         621.72
            19206862             80       61.01       76.27        4880.80        6101.60
            99677472             12       60.46       75.58         725.52         906.96
            43695749             23       49.77       62.21        1144.71        1430.83
            39186836              8       73.54       91.93         588.32         735.44
            40396196             71       29.42       36.77        2088.82        2610.67
            78593345             21       53.53       66.92        1124.13        1405.32
            56768496             74       41.86       52.33        3097.64        3872.42
            41969835             37       25.48       31.85         942.76        1178.45
            82414638             30       29.95       37.43         898.50        1122.90
            28171838              5       74.67       93.33         373.35         466.65
            69262760             74       75.58       94.48        5592.92        6991.52
            41861758             65        6.27        7.84         407.55         509.60
            90729120             15       45.85       57.32         687.75         859.80
            97763540             79       12.37       15.47         977.23        1222.13
            28525573              5       12.93       16.17          64.65          80.85
            11639960             70       45.41       56.76        3178.70        3973.20
            74703511             50       15.78       19.72         789.00         986.00
            45088932             67       54.87       68.59        3676.29        4595.53
            66006263             86       41.83       52.29        3597.38        4496.94
            85386545             95        2.41        3.01         228.95         285.95
            40250936             82       62.71       78.39        5142.22        6427.98
            71423617             16       19.24       24.05         307.84         384.80
            19318841             60       18.84       23.55        1130.40        1413.00
            17116350             40       72.04       90.05        2881.60        3602.00
            81286841             39       40.23       50.29        1568.97        1961.31
            25580423             93       39.15       48.94        3640.95        4551.42
            66895965             28        5.16        6.45         144.48         180.60
            23665863             34       69.28       86.61        2355.52        2944.74
            85566627             50       78.60       98.26        3930.00        4913.00
            70605233             11       28.21       35.26         310.31         387.86
            36943686             54       66.78       83.48        3606.12        4507.92
            14024710             68       63.63       79.53        4326.84        5408.04
            83625739             77       60.80       76.00        4681.60        5852.00
            45699695             27       67.66       84.57        1826.82        2283.39
            13839612             82       55.43       69.29        4545.26        5681.78
            11956428             19       70.45       88.06        1338.55        1673.14
            74020996             35       68.56       85.70        2399.60        2999.50
            10591602             53       41.52       51.90        2200.56        2750.70
            58792726             43       60.01       75.01        2580.43        3225.43
            67915374             57       75.43       94.28        4299.51        5373.96
            84016775             21       39.92       49.90         838.32        1047.90
            36150903             22       19.23       24.04         423.06         528.88
            60210894             90       75.55       94.44        6799.50        8499.60
            77275677             51       44.84       56.05        2286.84        2858.55
            26176548             89       60.64       75.80        5396.96        6746.20
            84944192             70       55.10       68.87        3857.00        4820.90
            28363070             27       48.78       60.98        1317.06        1646.46
            65405593             44       38.11       47.64        1676.84        2096.16
            96763036              7       44.97       56.22         314.79         393.54
            34485133             18       15.50       19.38         279.00         348.84
            25011506             29       71.12       88.90        2062.48        2578.10
            46141766             82        6.83        8.54         560.06         700.28
            37172309             93        6.33        7.91         588.69         735.63
            24612009             24       52.56       65.71        1261.44        1577.04
            50041597             16       75.67       94.59        1210.72        1513.44
            50632400             56        6.23        7.79         348.88         436.24
            84255204              3       13.20       16.51          39.60          49.53
            50822236             21       61.93       77.41        1300.53        1625.61
            21689252             71       29.71       37.14        2109.41        2636.94
            42594483              6       11.36       14.20          68.16          85.20
            29438268             71       37.78       47.22        2682.38        3352.62
            80879536             29       57.79       72.24        1675.91        2094.96
            38794254              2       39.79       49.74          79.58          99.48
            60614986             49       16.91       21.14         828.59        1035.86
            58679770              5       19.92       24.90          99.60         124.50
            44786670             15       63.76       79.70         956.40        1195.50
            50340764             76       52.65       65.82        4001.40        5002.32
            31245993             29       55.06       68.83        1596.74        1996.07
            30604514             32       35.61       44.52        1139.52        1424.64
            33209693             80       14.01       17.52        1120.80        1401.60
            37936992             40        4.71        5.89         188.40         235.60
            87298568             52       77.44       96.80        4026.88        5033.60
            59672241             45       20.10       25.13         904.50        1130.85
            57152427             78       31.05       38.81        2421.90        3027.18
            74786633              7       17.28       21.60         120.96         151.20
            22139106             72       61.98       77.47        4462.56        5577.84
            51291576             83       54.45       68.07        4519.35        5649.81
            96704036              6       62.25       77.82         373.50         466.92
            61889998             49       10.34       12.92         506.66         633.08
            57971220             63       25.31       31.64        1594.53        1993.32
            67532049             27       36.10       45.12         974.70        1218.24
            52899433              5       62.12       77.65         310.60         388.25
            77992913             49       39.42       49.27        1931.58        2414.23
            96628439             94       17.17       21.47        1613.98        2018.18
            98228532             73       61.36       76.70        4479.28        5599.10
            50705316             87       48.29       60.37        4201.23        5252.19
            32150567             71       66.17       82.71        4698.07        5872.41
            84374818             77       69.64       87.06        5362.28        6703.62
            96233264             21       67.37       84.21        1414.77        1768.41
            59533376             63       77.42       96.78        4877.46        6097.14
            74072062             89       36.31       45.39        3231.59        4039.71
            52902015             28       19.82       24.77         554.96         693.56
            47199772             56       75.72       94.65        4240.32        5300.40
            82143123             18       68.46       85.57        1232.28        1540.26
            26853718             73       54.92       68.65        4009.16        5011.45
            60994912             75       72.57       90.71        5442.75        6803.25
            18683343              5       43.85       54.82         219.25         274.10
            71402475             57       58.36       72.96        3326.52        4158.72
            96637867             51       13.29       16.61         677.79         847.11
            65826845             23       73.18       91.47        1683.14        2103.81
            14110690             40       18.60       23.25         744.00         930.00
            58410055             79        8.53       10.67         673.87         842.93
            21817873             73       67.20       84.00        4905.60        6132.00
            43366967             21       78.08       97.60        1639.68        2049.60
            25302620              1       74.14       92.67          74.14          92.67
            88023757             60       46.27       57.84        2776.20        3470.40
            22514743             15        9.14       11.43         137.10         171.45
            97734567             42        7.15        8.94         300.30         375.48
            79969839             95        1.69        2.11         160.55         200.45
            46028288             80        7.54        9.42         603.20         753.60
            48970558             31       28.15       35.18         872.65        1090.58
            73357361              2       36.32       45.39          72.64          90.78
            75009040             54       21.42       26.78        1156.68        1446.12
            71745517             27       78.64       98.30        2123.28        2654.10
            86721738             58       64.88       81.10        3763.04        4703.80
            65225568             54       45.99       57.48        2483.46        3103.92
            12199609             77       53.46       66.83        4116.42        5145.91
            82846416             90        0.05        0.07           4.50           6.30
            72767623              6       13.85       17.32          83.10         103.92
            55965824             24       63.73       79.67        1529.52        1912.08
            53449948              9       69.04       86.31         621.36         776.79
            47781498             28       50.60       63.25        1416.80        1771.00
            48970692             51       56.89       71.12        2901.39        3627.12
            58256593             84       35.06       43.83        2945.04        3681.72
